name,city,country,iata_code,_geoloc,links_count,objectID
Kadala,Chita,Russia,HTA,"{'lat': 52.026317, 'lng': 113.305556}",22,2935
Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,SKB,"{'lat': 17.311194, 'lng': -62.718666999999996}",22,2891
General Manuel Carlos Piar,Guayana,Venezuela,PZO,"{'lat': 8.288528, 'lng': -62.760361}",22,2856
General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,BLA,"{'lat': 10.107139, 'lng': -64.689161}",22,2821
Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,CUZ,"{'lat': -13.535722, 'lng': -71.938781}",22,2812
Gustavo Rojas Pinilla,San Andres Island,Colombia,ADZ,"{'lat': 12.583594, 'lng': -81.711192}",22,2749
Olaya Herrera,Medellin,Colombia,EOH,"{'lat': 6.219958, 'lng': -75.590519}",22,2729
Cerro Moreno Intl,Antofagasta,Chile,ANF,"{'lat': -23.444478, 'lng': -70.4451}",22,2651
Senador Petronio Portella,Teresina,Brazil,THE,"{'lat': -5.059942, 'lng': -42.823478}",22,2623
Maraba,Maraba,Brazil,MAB,"{'lat': -5.368589, 'lng': -49.138025}",22,2584
Presidente Castro Pinto,Joao Pessoa,Brazil,JPA,"{'lat': -7.148381, 'lng': -34.950681}",22,2575
Miyazaki,Miyazaki,Japan,KMI,"{'lat': 31.877222, 'lng': 131.448611}",22,2308
Zahedan Intl,Zahedan,Iran,ZAH,"{'lat': 29.475686, 'lng': 60.906189}",22,2167
Cibao Intl,Santiago,Dominican Republic,STI,"{'lat': 19.406092, 'lng': -70.604689}",22,1764
Tivat,Tivat,Montenegro,TIV,"{'lat': 42.404664, 'lng': 18.723286}",22,1743
Lajes,Lajes (terceira Island),Portugal,TER,"{'lat': 38.761842, 'lng': -27.090797}",22,1629
Ronchi Dei Legionari,Ronchi De Legionari,Italy,TRS,"{'lat': 45.8275, 'lng': 13.472222}",22,1545
Aktio,Preveza,Greece,PVK,"{'lat': 38.925467, 'lng': 20.765311}",22,1470
Bellegarde,Limoges,France,LIG,"{'lat': 45.862778, 'lng': 1.179444}",22,1270
Roumaniere,Bergerac,France,EGC,"{'lat': 44.825279, 'lng': 0.5186109999999999}",22,1265
Vigo,Vigo,Spain,VGO,"{'lat': 42.2318, 'lng': -8.626775}",22,1250
Sale,Rabat,Morocco,RBA,"{'lat': 34.051467, 'lng': -6.751519}",22,1072
Al Najaf International Airport,Najaf,Iraq,NJF,"{'lat': 31.991667, 'lng': 44.404167}",21,7490
Saint Barthelemy,Gustavia,France,SBH,"{'lat': 17.9023, 'lng': -62.8324}",21,6460
Inverness,Inverness,United Kingdom,INV,"{'lat': 57.5425, 'lng': -4.0475}",21,533
Yeager,Charleston,United States,CRW,"{'lat': 38.373147, 'lng': -81.593189}",21,4285
Aeroporto de Porto Seguro,Porto Seguro,Brazil,BPS,"{'lat': -16.438611, 'lng': -39.080833}",21,4209
El Tari,Kupang,Indonesia,KOE,"{'lat': -10.171583, 'lng': 123.671136}",21,3916
Eglin Afb,Valparaiso,United States,VPS,"{'lat': 30.48325, 'lng': -86.5254}",21,3873
Birsa Munda,Ranchi,India,IXR,"{'lat': 23.31425, 'lng': 85.321675}",21,3063
Shymkent,Chimkent,Kazakhstan,CIT,"{'lat': 42.364167, 'lng': 69.478889}",21,2914
George F L Charles,Castries,Saint Lucia,SLU,"{'lat': 14.020228, 'lng': -60.992936}",21,2893
El Plumerillo,Mendoza,Argentina,MDZ,"{'lat': -32.831717, 'lng': -68.792856}",21,2452
Prince Said Ibrahim,Moroni,Comoros,HAH,"{'lat': -11.533661, 'lng': 43.27185}",20,912
Ndola,Ndola,Zambia,NLA,"{'lat': -12.998139, 'lng': 28.664944}",20,910
Unalakleet Airport,Unalakleet,United States,UNK,"{'lat': 63.888333, 'lng': -160.798889}",20,7088
Jining Airport ,Jining,China,JNG,"{'lat': 35.417, 'lng': 116.533}",20,6944
Hami Airport,Hami,China,HMI,"{'lat': 42.8414, 'lng': 93.6692}",20,6743
La Rochelle-Ile de Re,La Rochelle,France,LRH,"{'lat': 46.1792, 'lng': -1.19528}",20,6493
Mt. Fuji Shizuoka Airport,Shizuoka,Japan,FSZ,"{'lat': 34.796111, 'lng': 138.189444}",20,6476
Jiamusi Airport,Jiamusi,China,JMU,"{'lat': 46.843394, 'lng': 130.465389}",20,6411
Korla Airport,Korla,China,KRL,"{'lat': 41.6978, 'lng': 86.1289}",20,6407
Alta,Alta,Norway,ALF,"{'lat': 69.976111, 'lng': 23.371667}",20,632
Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,"{'lat': 35.5608, 'lng': 45.3147}",20,5952
Norwich,Norwich,United Kingdom,NWI,"{'lat': 52.675833, 'lng': 1.282778}",20,547
Atyrau,Atyrau,Kazakhstan,GUW,"{'lat': 47.121944, 'lng': 51.821388999999996}",20,4357
Mudanjiang,Mudanjiang,China,MDG,"{'lat': 44.523889, 'lng': 129.568889}",20,4334
Falconara,Ancona,Italy,AOI,"{'lat': 43.616389, 'lng': 13.362222}",20,4309
Yibin,Yibin,China,YBP,"{'lat': 28.800278, 'lng': 104.544444}",20,4110
Monterey Peninsula,Monterey,United States,MRY,"{'lat': 36.587, 'lng': -121.842944}",20,3948
Portland Intl Jetport,Portland,United States,PWM,"{'lat': 43.646161, 'lng': -70.309281}",20,3862
Bellingham Intl,Bellingham,United States,BLI,"{'lat': 48.792694, 'lng': -122.537528}",20,3777
Atlantic City Intl,Atlantic City,United States,ACY,"{'lat': 39.457583, 'lng': -74.577167}",20,3524
Varanasi,Varanasi,India,VNS,"{'lat': 25.452358, 'lng': 82.859342}",20,3084
Gumrak,Volgograd,Russia,VOG,"{'lat': 48.782528, 'lng': 44.345544}",20,2967
Thyna,Sfax,Tunisia,SFA,"{'lat': 34.717953, 'lng': 10.690972}",20,295
Arturo Michelena Intl,Valencia,Venezuela,VLN,"{'lat': 10.149733, 'lng': -67.9284}",20,2868
Rodriguez Ballon,Arequipa,Peru,AQP,"{'lat': -16.341072, 'lng': -71.583083}",20,2802
Johan A Pengel Intl,Zandery,Suriname,PBM,"{'lat': 5.452831, 'lng': -55.187783}",20,2773
Ernesto Cortissoz,Barranquilla,Colombia,BAQ,"{'lat': 10.889589, 'lng': -74.780819}",20,2710
El Tepual Intl,Puerto Montt,Chile,PMC,"{'lat': -41.438886, 'lng': -73.093953}",20,2665
Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF,"{'lat': -23.476392, 'lng': -52.016406}",20,2586
Iloilo,Iloilo,Philippines,ILO,"{'lat': 10.713044, 'lng': 122.545297}",20,2429
Hakodate,Hakodate,Japan,HKD,"{'lat': 41.77, 'lng': 140.821944}",20,2288
Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,"{'lat': 15.119003, 'lng': 145.729356}",20,2244
Rasht,Rasht,Iran,RAS,"{'lat': 37.325314, 'lng': 49.605817}",20,2123
Frank Pais Intl,Holguin,Cuba,HOG,"{'lat': 20.785589, 'lng': -76.315108}",20,1910
Torreon Intl,Torreon,Mexico,TRC,"{'lat': 25.568278, 'lng': -103.410583}",20,1845
General Francisco J Mujica Intl,Morelia,Mexico,MLM,"{'lat': 19.849944, 'lng': -101.0255}",20,1821
General Manuel Marquez De Leon Intl,La Paz,Mexico,LAP,"{'lat': 24.072694, 'lng': -110.362475}",20,1816
Casa De Campo Intl,La Romana,Dominican Republic,LRM,"{'lat': 18.450711, 'lng': -68.911833}",20,1759
Trabzon,Trabzon,Turkey,TZX,"{'lat': 40.995108, 'lng': 39.789728}",20,1726
Prince George,Prince George,Canada,YXS,"{'lat': 53.889444, 'lng': -122.678889}",20,172
Mitilini,Mytilini,Greece,MJT,"{'lat': 39.056667, 'lng': 26.598333}",20,1469
Kalamata,Kalamata,Greece,KLX,"{'lat': 37.068319, 'lng': 22.025525}",20,1456
Salvaza,Carcassonne,France,CCF,"{'lat': 43.215978, 'lng': 2.306317}",20,1352
Greater Moncton Intl,Moncton,Canada,YQM,"{'lat': 46.112221, 'lng': -64.678611}",20,117
Luxor Intl,Luxor,Egypt,LXR,"{'lat': 25.671028, 'lng': 32.706583}",20,1132
Angads,Oujda,Morocco,OUD,"{'lat': 34.78715, 'lng': -1.923986}",20,1070
Lubumbashi Intl,Lubumashi,Congo (Kinshasa),FBM,"{'lat': -11.591333, 'lng': 27.530889}",20,1038
Ndjamena Hassan Djamous,N'djamena,Chad,NDJ,"{'lat': 12.133689, 'lng': 15.034019}",19,999
Osnova International Airport,Kharkov,Ukraine,HRK,"{'lat': 49.924786, 'lng': 36.289986}",19,6105
Maastricht,Maastricht,Netherlands,MST,"{'lat': 50.911658, 'lng': 5.770144}",19,582
Wilkes Barre Scranton Intl,Scranton,United States,AVP,"{'lat': 41.338478, 'lng': -75.723403}",19,4286
Rick Husband Amarillo Intl,Amarillo,United States,AMA,"{'lat': 35.219369, 'lng': -101.705931}",19,3840
Lubbock Preston Smith Intl,Lubbock,United States,LBB,"{'lat': 33.663639, 'lng': -101.822778}",19,3829
Jorge Wilsterman,Cochabamba,Bolivia,CBB,"{'lat': -17.421058, 'lng': -66.177114}",19,2759
Diego Aracena Intl,Iquique,Chile,IQQ,"{'lat': -20.535222, 'lng': -70.181275}",19,2649
Babelthuap,Babelthuap,Palau,ROR,"{'lat': 7.367303, 'lng': 134.544278}",19,2256
Yenbo,Yenbo,Saudi Arabia,YNB,"{'lat': 24.144244, 'lng': 38.06335}",19,2096
Kuujjuaq,Quujjuaq,Canada,YVP,"{'lat': 58.096111, 'lng': -68.426944}",19,154
Nampula,Nampula,Mozambique,APL,"{'lat': -15.105611, 'lng': 39.2818}",18,984
Sir Seretse Khama Intl,Gaberone,Botswana,GBE,"{'lat': -24.555225, 'lng': 25.918208}",18,881
Port Elizabeth Intl,Port Elizabeth,South Africa,PLZ,"{'lat': -33.984919, 'lng': 25.617275}",18,838
Sohag International,Sohag,Egypt,HMB,"{'lat': 26.341189, 'lng': 31.742983}",18,8235
Nuuk,Godthaab,Greenland,GOH,"{'lat': 64.190922, 'lng': -51.678064}",18,8
Hatay Airport,Hatay,Turkey,HTY,"{'lat': 36.362778, 'lng': 36.282222}",18,7453
Jing Gang Shan Airport,Ji An,China,JGS,"{'lat': 26.8997, 'lng': 114.7375}",18,6428
Evenes,Harstad/Narvik,Norway,EVE,"{'lat': 68.4913, 'lng': 16.678108}",18,641
Dachuan Airport,Dazhou,China,DAX,"{'lat': 31.3, 'lng': 107.5}",18,6397
Cheongju International Airport,Chongju,South Korea,CJJ,"{'lat': 36.7166, 'lng': 127.499119}",18,6008
Robin Hood Doncaster Sheffield Airport,Doncaster, Sheffield,United Kingdom,"{'lat': 0.0, 'lng': 53.474722}",18,5562
Upernavik Airport,Upernavik,Greenland,JUV,"{'lat': 72.7902, 'lng': -56.1306}",18,5448
Blackpool,Blackpool,United Kingdom,BLK,"{'lat': 53.771667, 'lng': -3.028611}",18,514
Talagi,Arkhangelsk,Russia,ARH,"{'lat': 64.360281, 'lng': 40.430167}",18,4362
Luoyang Airport,Luoyang,China,LYA,"{'lat': 34.41, 'lng': 112.28}",18,4148
Rogue Valley Intl Medford,Medford,United States,MFR,"{'lat': 42.374228, 'lng': -122.8735}",18,4101
Appleton,Appleton,United States,ATW,"{'lat': 44.257526, 'lng': -88.507576}",18,4047
Gulfport-Biloxi,Gulfport,United States,GPT,"{'lat': 30.407278, 'lng': -89.070111}",18,4038
Evansville Regional,Evansville,United States,EVV,"{'lat': 38.036997, 'lng': -87.532364}",18,4018
Mobile Rgnl,Mobile,United States,MOB,"{'lat': 30.691231, 'lng': -88.242814}",18,3782
Four Corners Rgnl,Farmington,United States,FMN,"{'lat': 36.74125, 'lng': -108.229944}",18,3743
Newport News Williamsburg Intl,Newport News,United States,PHF,"{'lat': 37.131894, 'lng': -76.492989}",18,3633
Saarbrucken,Saarbruecken,Germany,SCN,"{'lat': 49.214553, 'lng': 7.109508}",18,349
Hobart,Hobart,Australia,HBA,"{'lat': -42.836111, 'lng': 147.510278}",18,3336
Sibu,Sibu,Malaysia,SBW,"{'lat': 2.261603, 'lng': 111.985322}",18,3267
Trichy,Tiruchirappalli,India,TRZ,"{'lat': 10.765364, 'lng': 78.709722}",18,3152
Chandigarh,Chandigarh,India,IXC,"{'lat': 30.673469, 'lng': 76.788542}",18,3089
Amritsar,Amritsar,India,ATQ,"{'lat': 31.709594, 'lng': 74.797264}",18,3081
Imphal,Imphal,India,IMF,"{'lat': 24.75995, 'lng': 93.896697}",18,3050
Syktyvkar,Syktyvkar,Russia,SCW,"{'lat': 61.64705, 'lng': 50.84505}",18,2989
Flamingo,Kralendijk,Netherlands Antilles,BON,"{'lat': 12.131044, 'lng': -68.268511}",18,2896
Henry E Rohlsen,St. Croix Island,Virgin Islands,STX,"{'lat': 17.701889, 'lng': -64.798556}",18,2884
Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,PVH,"{'lat': -8.709294, 'lng': -63.902281}",18,2607
Ilheus,Ilheus,Brazil,IOS,"{'lat': -14.815964, 'lng': -39.033197}",18,2569
Puerto Princesa,Puerto Princesa,Philippines,PPS,"{'lat': 9.742119, 'lng': 118.758731}",18,2433
Toyama,Toyama,Japan,TOY,"{'lat': 36.648333, 'lng': 137.1875}",18,2324
Kumamoto,Kumamoto,Japan,KMJ,"{'lat': 32.837319, 'lng': 130.85505}",18,2312
Oita,Oita,Japan,OIT,"{'lat': 33.479444, 'lng': 131.737222}",18,2310
Annaba,Annaba,Algeria,AAE,"{'lat': 36.822225, 'lng': 7.809167}",18,220
Tabuk,Tabuk,Saudi Arabia,TUU,"{'lat': 28.365417, 'lng': 36.618889}",18,2089
Exuma Intl,Great Exuma,Bahamas,GGT,"{'lat': 23.562631, 'lng': -75.877958}",18,1941
Abel Santamaria,Santa Clara,Cuba,SNU,"{'lat': 22.492192, 'lng': -79.943611}",18,1918
Marcos A Gelabert Intl,Panama,Panama,PAC,"{'lat': 8.973339, 'lng': -79.555583}",18,1869
Ixtapa Zihuatanejo Intl,Zihuatanejo,Mexico,ZIH,"{'lat': 17.601569, 'lng': -101.460536}",18,1856
Jesus Teran Intl,Aguascalientes,Mexico,AGU,"{'lat': 21.705558, 'lng': -102.317858}",18,1785
Oguzeli,Gaziantep,Turkey,GZT,"{'lat': 36.947183, 'lng': 37.478683}",18,1689
Pescara,Pescara,Italy,PSR,"{'lat': 42.431656, 'lng': 14.181067}",18,1505
Samos,Samos,Greece,SMI,"{'lat': 37.689999, 'lng': 26.911667}",18,1476
Vias,Beziers,France,BZR,"{'lat': 43.323522, 'lng': 3.353903}",18,1360
Auvergne,Clermont-Ferrand,France,CFE,"{'lat': 45.786661, 'lng': 3.169169}",18,1330
Granada,Granada,Spain,GRX,"{'lat': 37.188731, 'lng': -3.777356}",18,1223
Varna,Varna,Bulgaria,VAR,"{'lat': 43.232072, 'lng': 27.825106}",18,1196
Belize City Municipal Airport,Belize,Belize,TZA,"{'lat': 17.5344, 'lng': -88.298}",17,6463
Vance Winkworth Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,"{'lat': 17.205678, 'lng': -62.589869}",17,6079
Midland Intl,Midland,United States,MAF,"{'lat': 31.942528, 'lng': -102.201914}",17,3652
Kodiak,Kodiak,United States,ADQ,"{'lat': 57.749967, 'lng': -152.493856}",17,3531
Liege,Liege,Belgium,LGG,"{'lat': 50.637417, 'lng': 5.4432220000000004}",17,309
Bhubaneshwar,Bhubaneswar,India,BBI,"{'lat': 20.244364, 'lng': 85.817781}",17,3042
Mirny,Mirnyj,Russia,MJZ,"{'lat': 62.534689, 'lng': 114.038928}",17,2925
Queenstown,Queenstown International,New Zealand,ZQN,"{'lat': -45.021111, 'lng': 168.739167}",17,2030
Magenta,Noumea,New Caledonia,GEA,"{'lat': -22.258278, 'lng': 166.472806}",17,2001
General Juan N Alvarez Intl,Acapulco,Mexico,ACA,"{'lat': 16.757061, 'lng': -99.753953}",17,1783
Pemba,Pemba,Mozambique,POL,"{'lat': -12.986753, 'lng': 40.522492}",16,985
Comiso,Comiso,Italy,CIY,"{'lat': 37.0, 'lng': 14.6144}",16,9327
Bijie Feixiong Airport,Bijie,China,BFJ,"{'lat': 27.253, 'lng': 105.426}",16,9025
Sondre Stromfjord,Sondrestrom,Greenland,SFJ,"{'lat': 67.016969, 'lng': -50.689325}",16,9
Visby,Visby,Sweden,VBY,"{'lat': 57.662797, 'lng': 18.346211}",16,746
Umea,Umea,Sweden,UME,"{'lat': 63.791828, 'lng': 20.282758}",16,728
Wuhai,Wuhai,China,WUA,"{'lat': 39.794444, 'lng': 106.799444}",16,6955
Ain Arnat Airport,Setif,Algeria,QSF,"{'lat': 36.1781, 'lng': 5.32449}",16,6492
Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,"{'lat': 47.239628, 'lng': 123.918131}",16,6413
Guangyuan Airport,Guangyuan,China,GYS,"{'lat': 32.3911, 'lng': 105.702}",16,6398
Nanyang Airport,Nanyang,China,NNY,"{'lat': 32.9808, 'lng': 112.615}",16,6359
Changde Airport,Changde,China,CGD,"{'lat': 28.9189, 'lng': 111.64}",16,6352
Nadym Airport,Nadym,Russia,NYM,"{'lat': 65.4809, 'lng': 72.6989}",16,6143
Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA,"{'lat': 61.028479, 'lng': 69.086067}",16,6138
Salekhard Airport,Salekhard,Russia,SLY,"{'lat': 66.590753, 'lng': 66.611042}",16,6137
Tri Cities Airport,Pasco,United States,PSC,"{'lat': 46.2647, 'lng': -119.119}",16,6133
Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,"{'lat': 50.0366, 'lng': 82.4942}",16,6086
Aarhus,Aarhus,Denmark,AAR,"{'lat': 56.300017, 'lng': 10.619008000000001}",16,607
Pierre Regional Airport,Pierre,United States,PIR,"{'lat': 44.3827, 'lng': -100.286}",16,5761
Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,"{'lat': 34.9912, 'lng': -78.8803}",16,5738
Gheshm Airport,Gheshm,Iran,GSM,"{'lat': 26.9487, 'lng': 56.2688}",16,5712
Red Lake Airport,Red Lake,Canada,YRL,"{'lat': 51.0669, 'lng': -93.7931}",16,5527
Inuvik Mike Zubko,Inuvik,Canada,YEV,"{'lat': 68.304167, 'lng': -133.482778}",16,54
Turku,Turku,Finland,TKU,"{'lat': 60.514142, 'lng': 22.262808}",16,460
Hammerfest Airport,Hammerfest,Norway,HFT,"{'lat': 70.679722, 'lng': 23.668889}",16,4325
Newcastle Airport,Newcastle,Australia,NTL,"{'lat': -32.78, 'lng': 151.83}",16,4320
Cheddi Jagan Intl,Georgetown,Guyana,GEO,"{'lat': 6.498553, 'lng': -58.254119}",16,4304
Roberts Fld,Redmond-Bend,United States,RDM,"{'lat': 44.254066, 'lng': -121.149964}",16,4103
Westerland Sylt,Westerland,Germany,GWT,"{'lat': 54.91325, 'lng': 8.340472}",16,410
Rapid City Regional Airport,Rapid City,United States,RAP,"{'lat': 44.045278, 'lng': -103.057222}",16,4087
Grand Junction Regional,Grand Junction,United States,GJT,"{'lat': 39.122413, 'lng': -108.526735}",16,4063
Gallatin Field,Bozeman,United States,BZN,"{'lat': 45.777643, 'lng': -111.160151}",16,4020
Kopitnari,Kutaisi,Georgia,KUT,"{'lat': 42.176653, 'lng': 42.482583}",16,3972
Santa Barbara Muni,Santa Barbara,United States,SBA,"{'lat': 34.426211, 'lng': -119.840372}",16,3949
Adi Sumarmo Wiryokusumo,Solo City,Indonesia,SOC,"{'lat': -7.516089, 'lng': 110.756892}",16,3929
Baton Rouge Metro Ryan Fld,Baton Rouge,United States,BTR,"{'lat': 30.533167, 'lng': -91.149639}",16,3846
Austin Straubel Intl,Green Bay,United States,GRB,"{'lat': 44.485072, 'lng': -88.129589}",16,3653
Shreveport Rgnl,Shreveport,United States,SHV,"{'lat': 32.446629, 'lng': -93.8256}",16,3609
Capital City,Lansing,United States,LAN,"{'lat': 42.7787, 'lng': -84.587357}",16,3544
Bangor Intl,Bangor,United States,BGR,"{'lat': 44.807444, 'lng': -68.828139}",16,3463
Port Hedland Intl,Port Hedland,Australia,PHE,"{'lat': -20.377778, 'lng': 118.626389}",16,3349
Kununurra,Kununurra,Australia,KNX,"{'lat': -15.778056, 'lng': 128.7075}",16,3347
Launceston,Launceston,Australia,LST,"{'lat': -41.545278, 'lng': 147.214167}",16,3337
Jefman,Sorong,Indonesia,SOQ,"{'lat': -0.9263579999999999, 'lng': 131.121194}",16,3261
Sultan Babullah,Ternate,Indonesia,TTE,"{'lat': 0.831414, 'lng': 127.381486}",16,3253
Heho,Heho,Burma,HEH,"{'lat': 20.747036, 'lng': 96.792044}",16,3213
Madurai,Madurai,India,IXM,"{'lat': 9.834508, 'lng': 78.093378}",16,3142
Agartala,Agartala,India,IXA,"{'lat': 23.886978, 'lng': 91.24045}",16,3038
Chertovitskoye,Voronezh,Russia,VOZ,"{'lat': 51.814211, 'lng': 39.229589}",16,2987
Astrakhan,Astrakhan,Russia,ASF,"{'lat': 46.283333, 'lng': 48.006278}",16,2966
Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,TDD,"{'lat': -14.818739, 'lng': -64.918019}",16,2769
Capitan Oriel Lea Plaza,Tarija,Bolivia,TJA,"{'lat': -21.555736, 'lng': -64.701325}",16,2768
Vanguardia,Villavicencio,Colombia,VVC,"{'lat': 4.167875, 'lng': -73.613761}",16,2756
Port Harcourt Intl,Port Hartcourt,Nigeria,PHC,"{'lat': 5.015494, 'lng': 6.949594}",16,275
Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,SJP,"{'lat': -20.816567, 'lng': -49.406511}",16,2619
Akita,Akita,Japan,AXT,"{'lat': 39.615556, 'lng': 140.218611}",16,2345
Takamatsu,Takamatsu,Japan,TAK,"{'lat': 34.214167, 'lng': 134.015556}",16,2337
Yonago Kitaro,Miho,Japan,YGJ,"{'lat': 35.492222, 'lng': 133.236389}",16,2330
Basrah Intl,Basrah,Iraq,BSR,"{'lat': 30.549069, 'lng': 47.662142}",16,2234
Madang,Madang,Papua New Guinea,MAG,"{'lat': -5.207083, 'lng': 145.7887}",16,2
North Eleuthera,North Eleuthera,Bahamas,ELH,"{'lat': 25.474861, 'lng': -76.683489}",16,1943
Mont Joli,Mont Joli,Canada,YYY,"{'lat': 48.608612, 'lng': -68.208056}",16,192
Churchill,Churchill,Canada,YYQ,"{'lat': 58.739167, 'lng': -94.065}",16,187
Angel Albino Corzo,Tuxtla Gutierrez,Mexico,TGZ,"{'lat': 16.561822, 'lng': -93.026081}",16,1846
Ponciano Arriaga Intl,San Luis Potosi,Mexico,SLP,"{'lat': 22.254303, 'lng': -100.930806}",16,1842
General Lucio Blanco Intl,Reynosa,Mexico,REX,"{'lat': 26.008908, 'lng': -98.228513}",16,1839
Innsbruck,Innsbruck,Austria,INN,"{'lat': 47.260219, 'lng': 11.343964}",16,1610
Zaragoza Ab,Zaragoza,Spain,ZAZ,"{'lat': 41.666242, 'lng': -1.041553}",16,1252
La Palma,Santa Cruz De La Palma,Spain,SPC,"{'lat': 28.626478, 'lng': -17.755611}",16,1053
Kronoberg,Vaxjo,Sweden,VXO,"{'lat': 56.929144, 'lng': 14.727994}",15,711
Kvernberget,Kristiansund,Norway,KSU,"{'lat': 63.111781, 'lng': 7.824522}",15,647
Urgench Airport,Urgench,Uzbekistan,UGC,"{'lat': 41.5843, 'lng': 60.6417}",15,6152
Deer Lake,Deer Lake,Canada,YDF,"{'lat': 49.210833, 'lng': -57.391388}",15,45
Asmara Intl,Asmara,Eritrea,ASM,"{'lat': 15.291853, 'lng': 38.910667}",15,3967
Valley Intl,Harlingen,United States,HRL,"{'lat': 26.2285, 'lng': -97.654389}",15,3560
Mutiara,Palu,Indonesia,PLW,"{'lat': -0.918542, 'lng': 119.909642}",15,3249
Orenburg,Orenburg,Russia,REN,"{'lat': 51.795786, 'lng': 55.456744}",15,2991
Samarkand,Samarkand,Uzbekistan,SKD,"{'lat': 39.700547, 'lng': 66.983829}",15,2981
Goloson Intl,La Ceiba,Honduras,LCE,"{'lat': 15.742481, 'lng': -86.853036}",15,1771
Erkilet,Kayseri,Turkey,ASR,"{'lat': 38.770386, 'lng': 35.495428}",15,1696
Berbera,Berbera,Somalia,BBO,"{'lat': 10.389167, 'lng': 44.941106}",15,1122
Egal Intl,Hargeisa,Somalia,HGA,"{'lat': 9.518167, 'lng': 44.088758}",15,1121
Tete Chingodzi,Tete,Mozambique,TET,"{'lat': -16.104817, 'lng': 33.640181}",14,988
Beira,Beira,Mozambique,BEW,"{'lat': -19.796419, 'lng': 34.907556}",14,974
Livingstone,Livingstone,Zambia,LVI,"{'lat': -17.821756, 'lng': 25.822692}",14,906
Maun,Maun,Botswana,MUB,"{'lat': -19.972564, 'lng': 23.431086}",14,880
Zhoubai,Qianjiang,China,JIQ,"{'lat': 29.515, 'lng': 108.83}",14,8781
Uummannaq Heliport,Uummannaq,Greenland,UMD,"{'lat': 70.4047, 'lng': 52.0702}",14,8628
Panama City-NW Florida Bea.,Panama City,United States,ECP,"{'lat': 30.3417, 'lng': -85.7973}",14,7669
Dangriga Airport,Dangriga,Belize,DGA,"{'lat': 16.966667, 'lng': -88.216667}",14,7287
Begishevo,Nizhnekamsk,Russia,NBC,"{'lat': 55.34, 'lng': 52.06}",14,6969
Goleniow,Szczecin,Poland,SZZ,"{'lat': 53.584731, 'lng': 14.902206}",14,676
Aro,Molde,Norway,MOL,"{'lat': 62.744722, 'lng': 7.2625}",14,651
Jiayuguan Airport,Jiayuguan,China,JGN,"{'lat': 39.8569, 'lng': 98.3414}",14,6432
Shanhaiguan Airport,Qinhuangdao,China,SHP,"{'lat': 39.9681, 'lng': 119.731}",14,6429
Anqing Airport,Anqing,China,AQG,"{'lat': 30.5822, 'lng': 117.0502}",14,6427
Weifang Airport,Weifang,China,WEF,"{'lat': 36.6467, 'lng': 119.119}",14,6388
Diqing Airport,Shangri-La,China,DIG,"{'lat': 27.7936, 'lng': 99.6772}",14,6375
Xilinhot Airport,Xilinhot,China,XIL,"{'lat': 43.9156, 'lng': 115.964}",14,6350
Ulanhot Airport,Ulanhot,China,HLH,"{'lat': 46.083, 'lng': 122.017}",14,6349
Hamilton Island Airport,Hamilton Island,Australia,HTI,"{'lat': -20.3581, 'lng': 148.952}",14,6242
Vinh Airport,Vinh,Vietnam,VII,"{'lat': 18.737569, 'lng': 105.670764}",14,6195
Cam Ranh Airport,Nha Trang,Vietnam,CXR,"{'lat': 11.998153, 'lng': 109.219372}",14,6189
Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,"{'lat': 12.668311, 'lng': 108.120272}",14,6187
Fergana Airport,Fergana,Uzbekistan,FEG,"{'lat': 40.3588, 'lng': 71.745}",14,6149
Cherepovets Airport,Cherepovets,Russia,CEE,"{'lat': 59.2736, 'lng': 38.0158}",14,6111
Cayo Coco Airport,Cayo Coco,Cuba,CCC,"{'lat': 22.5132, 'lng': -78.511}",14,5852
Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,"{'lat': 11.89485, 'lng': -15.653681}",14,5665
Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW,"{'lat': 55.2819, 'lng': -77.7653}",14,5496
Qaqortoq Heliport,Qaqortoq,Greenland,JJU,"{'lat': 60.7158, 'lng': -46.0294}",14,5442
Arviat,Eskimo Point,Canada,YEK,"{'lat': 61.094166, 'lng': -94.070833}",14,50
Albert J Ellis,Jacksonville NC,United States,OAJ,"{'lat': 34.829164, 'lng': -77.612139}",14,4386
Sary-Arka,Karaganda,Kazakhstan,KGF,"{'lat': 49.670833, 'lng': 73.334444}",14,4375
